case ID,turn count,resource,new,Sitter
voip-8991b7bff6-20130401_160325,10,S,A,A|assert
voip-8991b7bff6-20130401_160325,10,S,A,A|assert
voip-8991b7bff6-20130401_160325,10,U,Bye,U|bye*
voip-8991b7bff6-20130401_174015,0,S,Request,A|offer
voip-8991b7bff6-20130401_174015,1,S,Request,A|request*
voip-8991b7bff6-20130401_174015,2,S,Request,A|request*
voip-8991b7bff6-20130401_174015,2,U,Feedback,U|reject
voip-8991b7bff6-20130401_174015,3,S,Request,A|request*
voip-8991b7bff6-20130401_174015,3,U,Feedback,U|reject
voip-8991b7bff6-20130401_174015,4,S,Request,A|offer
voip-8991b7bff6-20130401_174015,4,U,Query,U|request
voip-8991b7bff6-20130401_174015,5,S,Request,A|request*
voip-8991b7bff6-20130401_174015,6,S,Request,A|request*
voip-8991b7bff6-20130401_174015,6,U,Feedback,U|reject
voip-8991b7bff6-20130401_174015,7,S,Request,A|offer
voip-8991b7bff6-20130401_174015,7,U,Query,U|request
voip-8991b7bff6-20130401_174015,8,S,A,A|assert
voip-8991b7bff6-20130401_174015,8,S,A,A|assert
voip-8991b7bff6-20130401_174015,9,S,A,A|assert
voip-8991b7bff6-20130401_174015,9,S,A,A|assert
voip-8991b7bff6-20130401_174015,9,U,Query,U|request
voip-8991b7bff6-20130401_174015,10,S,A,A|assert
voip-8991b7bff6-20130401_174015,10,S,A,A|assert
voip-8991b7bff6-20130401_174015,10,U,Query,U|request
voip-8991b7bff6-20130401_174015,11,S,A,A|assert
voip-8991b7bff6-20130401_174015,11,S,A,A|assert
voip-8991b7bff6-20130401_174015,11,U,Bye,U|bye*
voip-8991b7bff6-20130326_230200,0,S,Request,A|offer
voip-8991b7bff6-20130326_230200,1,S,Request,A|request*
voip-8991b7bff6-20130326_230200,1,U,Query,U|request
voip-8991b7bff6-20130326_230200,2,S,Request,A|offer
voip-8991b7bff6-20130326_230200,2,U,Query,U|request
voip-8991b7bff6-20130326_230200,3,S,Request,A|offer
voip-8991b7bff6-20130326_230200,3,U,Query,U|request
voip-8991b7bff6-20130326_230200,4,S,A,A|assert
voip-8991b7bff6-20130326_230200,4,S,A,A|assert
voip-8991b7bff6-20130326_230200,4,U,Query,U|request
voip-8991b7bff6-20130326_230200,5,S,A,A|assert
voip-8991b7bff6-20130326_230200,5,U,Query,U|request
voip-8991b7bff6-20130326_230200,6,S,A,A|assert
voip-8991b7bff6-20130326_230200,6,S,A,A|assert
voip-8991b7bff6-20130326_230200,6,U,Bye,U|bye*
voip-8991b7bff6-20130401_163110,0,S,Request,A|offer
voip-8991b7bff6-20130401_163110,1,S,Request,A|offer
voip-8991b7bff6-20130401_163110,2,S,Request,A|offer
voip-8991b7bff6-20130401_163110,2,U,Query,U|request
voip-8991b7bff6-20130401_163110,3,S,Request,A|offer
voip-8991b7bff6-20130401_163110,4,S,Request,A|offer
voip-8991b7bff6-20130401_163110,4,U,Query,U|request
voip-8991b7bff6-20130401_163110,5,S,Request,A|offer
voip-8991b7bff6-20130401_163110,5,U,Query,U|request
voip-8991b7bff6-20130401_163110,6,S,A,A|assert
voip-8991b7bff6-20130401_163110,6,S,A,A|assert
voip-8991b7bff6-20130401_163110,6,S,A,A|assert
voip-8991b7bff6-20130401_163110,6,U,Query,U|request
voip-8991b7bff6-20130401_163110,7,S,A,A|assert
voip-8991b7bff6-20130401_163110,7,S,A,A|assert
voip-8991b7bff6-20130401_163110,7,U,Query,U|request
voip-8991b7bff6-20130401_163110,8,S,A,A|assert
voip-8991b7bff6-20130401_163110,8,S,A,A|assert
voip-8991b7bff6-20130401_163110,8,U,Query,U|request
voip-8991b7bff6-20130401_163110,9,S,A,A|assert
voip-8991b7bff6-20130401_163110,9,S,A,A|assert
voip-8991b7bff6-20130401_163110,9,U,Bye,U|bye*
voip-8991b7bff6-20130326_231255,0,S,Request,A|offer
voip-8991b7bff6-20130326_231255,1,S,Request,A|offer
voip-8991b7bff6-20130326_231255,1,U,Query,U|request
voip-8991b7bff6-20130326_231255,2,S,Request,A|offer
voip-8991b7bff6-20130326_231255,2,U,Query,U|request
voip-8991b7bff6-20130326_231255,3,S,A,A|assert
voip-8991b7bff6-20130326_231255,3,S,A,A|assert
voip-8991b7bff6-20130326_231255,3,S,A,A|assert
voip-8991b7bff6-20130326_231255,3,U,Query,U|request
voip-8991b7bff6-20130326_231255,4,S,A,A|assert
voip-8991b7bff6-20130326_231255,4,S,A,A|assert
voip-8991b7bff6-20130326_231255,4,U,Query,U|request
voip-8991b7bff6-20130326_231255,5,S,A,A|assert
voip-8991b7bff6-20130326_231255,5,S,A,A|assert
voip-8991b7bff6-20130326_231255,6,S,A,A|assert
voip-8991b7bff6-20130326_231255,6,S,A,A|assert
voip-8991b7bff6-20130326_231255,6,S,A,A|assert
voip-8991b7bff6-20130326_231255,7,S,A,A|assert
voip-8991b7bff6-20130326_231255,7,S,A,A|assert
voip-8991b7bff6-20130326_231255,7,S,A,A|assert
voip-8991b7bff6-20130326_231255,7,U,Bye,U|bye*
voip-ef9aa63b85-20130328_190838,0,S,Request,A|offer
voip-ef9aa63b85-20130328_190838,0,U,Query,U|request
voip-ef9aa63b85-20130328_190838,1,S,Request,A|offer
voip-ef9aa63b85-20130328_190838,1,U,Query,U|request
voip-ef9aa63b85-20130328_190838,2,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,2,U,Query,U|request
voip-ef9aa63b85-20130328_190838,2,U,Query,U|request
voip-ef9aa63b85-20130328_190838,3,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,3,U,Query,U|request
voip-ef9aa63b85-20130328_190838,4,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,4,U,Query,U|request
voip-ef9aa63b85-20130328_190838,5,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,6,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,6,U,Query,U|request
voip-ef9aa63b85-20130328_190838,7,S,Request,A|request*
voip-ef9aa63b85-20130328_190838,7,U,Query,U|request
voip-ef9aa63b85-20130328_190838,8,S,Request,A|request*
voip-ef9aa63b85-20130328_190838,9,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,9,U,Query,U|request
voip-ef9aa63b85-20130328_190838,10,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,11,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,11,U,Query,U|request
voip-ef9aa63b85-20130328_190838,12,S,Request,A|request*
voip-ef9aa63b85-20130328_190838,12,U,Feedback,U|accept
voip-ef9aa63b85-20130328_190838,13,S,Request,A|request*
voip-ef9aa63b85-20130328_190838,14,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,15,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,15,U,Feedback,U|be contented
voip-ef9aa63b85-20130328_190838,16,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,17,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,17,U,Query,U|request
voip-ef9aa63b85-20130328_190838,18,S,Answer,A|reject
voip-ef9aa63b85-20130328_190838,18,U,Bye,U|bye*
voip-ef9aa63b85-20130329_131927,0,S,Request,A|offer
voip-ef9aa63b85-20130329_131927,0,U,Feedback,U|accept
voip-ef9aa63b85-20130329_131927,1,S,Request,A|offer
voip-ef9aa63b85-20130329_131927,2,S,Request,A|offer
voip-ef9aa63b85-20130329_131927,2,U,Query,U|request
voip-ef9aa63b85-20130329_131927,3,S,Request,A|request*
voip-ef9aa63b85-20130329_131927,3,U,Feedback,U|accept
voip-ef9aa63b85-20130329_131927,3,U,Query,U|request
voip-ef9aa63b85-20130329_131927,4,S,Request,A|offer
voip-ef9aa63b85-20130329_131927,4,U,Feedback,U|be contented
voip-ef9aa63b85-20130329_131927,5,S,A,A|assert
voip-ef9aa63b85-20130329_131927,5,S,A,A|assert
voip-ef9aa63b85-20130329_131927,5,S,A,A|assert
voip-ef9aa63b85-20130329_131927,5,U,Query,U|request
voip-ef9aa63b85-20130329_131927,6,S,A,A|assert
voip-ef9aa63b85-20130329_131927,6,S,A,A|assert
voip-ef9aa63b85-20130329_131927,6,U,Bye,U|bye*
voip-ef9aa63b85-20130328_223357,0,S,Request,A|offer
voip-ef9aa63b85-20130328_223357,0,U,Query,U|request
voip-ef9aa63b85-20130328_223357,1,S,Request,A|offer
voip-ef9aa63b85-20130328_223357,1,U,Query,U|request
voip-ef9aa63b85-20130328_223357,2,S,Answer,A|reject
voip-ef9aa63b85-20130328_223357,2,U,Query,U|request
voip-ef9aa63b85-20130328_223357,2,U,Query,U|request
voip-ef9aa63b85-20130328_223357,3,S,Answer,A|reject
voip-ef9aa63b85-20130328_223357,4,S,Request,A|offer
voip-ef9aa63b85-20130328_223357,4,S,Request,A|offer
voip-ef9aa63b85-20130328_223357,5,S,A,A|assert
voip-ef9aa63b85-20130328_223357,5,S,A,A|assert
voip-ef9aa63b85-20130328_223357,5,U,Query,U|request
voip-ef9aa63b85-20130328_223357,6,S,Request,A|offer
voip-ef9aa63b85-20130328_223357,6,U,Query,U|request
voip-ef9aa63b85-20130328_223357,7,S,Request,A|request*
voip-ef9aa63b85-20130328_223357,7,U,Feedback,U|accept
voip-ef9aa63b85-20130328_223357,8,S,A,A|assert
voip-ef9aa63b85-20130328_223357,8,S,A,A|assert
voip-ef9aa63b85-20130328_223357,8,S,A,A|assert
voip-ef9aa63b85-20130328_223357,9,S,A,A|assert
voip-ef9aa63b85-20130328_223357,9,S,A,A|assert
voip-ef9aa63b85-20130328_223357,9,S,A,A|assert
voip-ef9aa63b85-20130328_223357,10,S,A,A|assert
voip-ef9aa63b85-20130328_223357,10,S,A,A|assert
voip-ef9aa63b85-20130328_223357,10,S,A,A|assert
voip-ef9aa63b85-20130328_223357,10,U,Query,U|request
voip-ef9aa63b85-20130328_223357,11,S,A,A|assert
voip-ef9aa63b85-20130328_223357,12,S,A,A|assert
voip-ef9aa63b85-20130328_223357,12,S,A,A|assert
voip-ef9aa63b85-20130328_223357,12,S,A,A|assert
voip-ef9aa63b85-20130328_223357,12,U,Feedback,U|reject
voip-ef9aa63b85-20130328_223357,13,S,A,A|assert
voip-ef9aa63b85-20130328_223357,13,U,Query,U|request
voip-ef9aa63b85-20130328_223357,14,S,A,A|assert
voip-ef9aa63b85-20130328_223357,14,S,A,A|assert
voip-ef9aa63b85-20130328_223357,14,U,Query,U|request
voip-ef9aa63b85-20130328_223357,15,S,A,A|assert
voip-ef9aa63b85-20130328_223357,15,S,A,A|assert
voip-ef9aa63b85-20130328_223357,15,U,Query,U|request
voip-ef9aa63b85-20130328_223357,16,S,A,A|assert
voip-ef9aa63b85-20130328_223357,16,S,A,A|assert
voip-ef9aa63b85-20130328_223357,16,U,Bye,U|bye*
voip-ef9aa63b85-20130329_132421,0,S,Request,A|offer
voip-ef9aa63b85-20130329_132421,0,U,Query,U|request
voip-ef9aa63b85-20130329_132421,1,S,Request,A|offer
voip-ef9aa63b85-20130329_132421,2,S,Request,A|offer
voip-ef9aa63b85-20130329_132421,2,U,Query,U|request
voip-ef9aa63b85-20130329_132421,3,S,A,A|assert
voip-ef9aa63b85-20130329_132421,3,S,A,A|assert
voip-ef9aa63b85-20130329_132421,4,S,A,A|assert
voip-ef9aa63b85-20130329_132421,4,S,A,A|assert
voip-ef9aa63b85-20130329_132421,4,U,Query,U|request
voip-ef9aa63b85-20130329_132421,5,S,A,A|assert
voip-ef9aa63b85-20130329_132421,5,S,A,A|assert
voip-ef9aa63b85-20130329_132421,5,U,Query,U|request
voip-ef9aa63b85-20130329_132421,6,S,A,A|assert
voip-ef9aa63b85-20130329_132421,6,S,A,A|assert
voip-ef9aa63b85-20130329_132421,6,U,Query,U|request
voip-ef9aa63b85-20130329_132421,7,S,A,A|assert
voip-ef9aa63b85-20130329_132421,7,S,A,A|assert
voip-ef9aa63b85-20130329_132421,7,U,Bye,U|bye*
voip-ef9aa63b85-20130329_125741,0,S,Request,A|offer
voip-ef9aa63b85-20130329_125741,0,U,Query,U|request
voip-ef9aa63b85-20130329_125741,1,S,Request,A|offer
voip-ef9aa63b85-20130329_125741,2,S,Request,A|offer
voip-ef9aa63b85-20130329_125741,2,U,Query,U|request
voip-ef9aa63b85-20130329_125741,3,S,Request,A|offer
voip-ef9aa63b85-20130329_125741,3,U,Query,U|request
voip-ef9aa63b85-20130329_125741,4,S,A,A|assert
voip-ef9aa63b85-20130329_125741,4,S,A,A|assert
voip-ef9aa63b85-20130329_125741,4,S,A,A|assert
voip-ef9aa63b85-20130329_125741,4,U,Query,U|request
voip-ef9aa63b85-20130329_125741,5,S,A,A|assert
voip-ef9aa63b85-20130329_125741,5,S,A,A|assert
voip-ef9aa63b85-20130329_125741,5,U,Query,U|request
voip-ef9aa63b85-20130329_125741,6,S,A,A|assert
voip-ef9aa63b85-20130329_125741,6,S,A,A|assert
voip-ef9aa63b85-20130329_125741,6,U,Bye,U|bye*
voip-ef9aa63b85-20130328_190444,0,S,Request,A|offer
voip-ef9aa63b85-20130328_190444,0,U,Query,U|request
voip-ef9aa63b85-20130328_190444,1,S,Request,A|offer
voip-ef9aa63b85-20130328_190444,1,U,Query,U|request
voip-ef9aa63b85-20130328_190444,2,S,Request,A|request*
voip-ef9aa63b85-20130328_190444,2,U,Feedback,U|accept
voip-ef9aa63b85-20130328_190444,3,S,Request,A|offer
voip-ef9aa63b85-20130328_190444,4,S,A,A|assert
voip-ef9aa63b85-20130328_190444,4,S,A,A|assert
voip-ef9aa63b85-20130328_190444,4,S,A,A|assert
voip-ef9aa63b85-20130328_190444,4,U,Query,U|request
voip-ef9aa63b85-20130328_190444,5,S,A,A|assert
voip-ef9aa63b85-20130328_190444,5,S,A,A|assert
voip-ef9aa63b85-20130328_190444,5,S,A,A|assert
voip-ef9aa63b85-20130328_190444,5,U,Query,U|request
voip-ef9aa63b85-20130328_190444,6,S,Answer,A|reject
voip-ef9aa63b85-20130328_190444,6,S,Answer,A|reject
voip-ef9aa63b85-20130328_190444,6,S,Answer,A|reject
voip-ef9aa63b85-20130328_190444,6,U,Query,U|request
voip-ef9aa63b85-20130328_190444,7,S,A,A|assert
voip-ef9aa63b85-20130328_190444,7,S,A,A|assert
voip-ef9aa63b85-20130328_190444,7,S,A,A|assert
voip-ef9aa63b85-20130328_190444,8,S,A,A|assert
voip-ef9aa63b85-20130328_190444,8,S,A,A|assert
voip-ef9aa63b85-20130328_190444,8,S,A,A|assert
voip-ef9aa63b85-20130328_190444,8,U,Query,U|request
voip-ef9aa63b85-20130328_190444,9,S,A,A|assert
voip-ef9aa63b85-20130328_190444,9,S,A,A|assert
voip-ef9aa63b85-20130328_190444,9,U,Query,U|request
voip-ef9aa63b85-20130328_190444,10,S,A,A|assert
voip-ef9aa63b85-20130328_190444,10,S,A,A|assert
voip-ef9aa63b85-20130328_190444,10,U,Bye,U|bye*
voip-ef9aa63b85-20130329_130049,0,S,Request,A|offer
voip-ef9aa63b85-20130329_130049,0,U,Query,U|request
voip-ef9aa63b85-20130329_130049,0,U,Query,U|request
voip-ef9aa63b85-20130329_130049,1,S,Request,A|offer
voip-ef9aa63b85-20130329_130049,1,U,Query,U|request
voip-ef9aa63b85-20130329_130049,2,S,A,A|assert
voip-ef9aa63b85-20130329_130049,2,S,A,A|assert
voip-ef9aa63b85-20130329_130049,2,S,A,A|assert
voip-ef9aa63b85-20130329_130049,2,S,A,A|assert
voip-ef9aa63b85-20130329_130049,2,U,Query,U|request
voip-ef9aa63b85-20130329_130049,3,S,A,A|assert
voip-ef9aa63b85-20130329_130049,3,S,A,A|assert
voip-ef9aa63b85-20130329_130049,3,U,Query,U|request
voip-ef9aa63b85-20130329_130049,4,S,A,A|assert
voip-ef9aa63b85-20130329_130049,4,S,A,A|assert
voip-ef9aa63b85-20130329_130049,4,U,Bye,U|bye*
voip-ef9aa63b85-20130328_210319,0,S,Request,A|offer
voip-ef9aa63b85-20130328_210319,0,U,Query,U|request
voip-ef9aa63b85-20130328_210319,1,S,Request,A|offer
voip-ef9aa63b85-20130328_210319,1,U,Query,U|request
voip-ef9aa63b85-20130328_210319,2,S,A,A|assert
voip-ef9aa63b85-20130328_210319,2,S,A,A|assert
voip-ef9aa63b85-20130328_210319,2,S,A,A|assert
voip-ef9aa63b85-20130328_210319,2,U,Query,U|request
voip-ef9aa63b85-20130328_210319,3,S,A,A|assert
voip-ef9aa63b85-20130328_210319,3,S,A,A|assert
voip-ef9aa63b85-20130328_210319,3,U,Bye,U|bye*
voip-ef9aa63b85-20130329_131544,0,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,1,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,1,U,Query,U|request
voip-ef9aa63b85-20130329_131544,2,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,2,U,Query,U|request
voip-ef9aa63b85-20130329_131544,3,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,3,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,4,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,4,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,5,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,5,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,5,U,Query,U|request
voip-ef9aa63b85-20130329_131544,6,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,6,U,Query,U|request
voip-ef9aa63b85-20130329_131544,6,U,Query,U|request
voip-ef9aa63b85-20130329_131544,7,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,7,U,Query,U|request
voip-ef9aa63b85-20130329_131544,8,S,Request,A|offer
voip-ef9aa63b85-20130329_131544,8,U,Query,U|request
voip-ef9aa63b85-20130329_131544,9,S,A,A|assert
voip-ef9aa63b85-20130329_131544,9,S,A,A|assert
voip-ef9aa63b85-20130329_131544,9,U,Query,U|request
voip-ef9aa63b85-20130329_131544,10,S,A,A|assert
voip-ef9aa63b85-20130329_131544,10,S,A,A|assert
voip-ef9aa63b85-20130329_131544,10,U,Query,U|request
voip-ef9aa63b85-20130329_131544,11,S,A,A|assert
voip-ef9aa63b85-20130329_131544,11,S,A,A|assert
voip-ef9aa63b85-20130329_131544,11,U,Bye,U|bye*
voip-ef9aa63b85-20130328_184027,0,S,Request,A|offer
voip-ef9aa63b85-20130328_184027,0,U,Hello,U|hello*
voip-ef9aa63b85-20130328_184027,0,U,Query,U|request
voip-ef9aa63b85-20130328_184027,1,S,Request,A|offer
voip-ef9aa63b85-20130328_184027,1,U,Query,U|request
voip-ef9aa63b85-20130328_184027,2,S,A,A|assert
voip-ef9aa63b85-20130328_184027,2,S,A,A|assert
voip-ef9aa63b85-20130328_184027,2,S,A,A|assert
voip-ef9aa63b85-20130328_184027,2,U,Bye,U|bye*
voip-ef9aa63b85-20130328_211048,0,S,Request,A|offer
voip-ef9aa63b85-20130328_211048,1,S,Request,A|offer
voip-ef9aa63b85-20130328_211048,2,S,Request,A|offer
voip-ef9aa63b85-20130328_211048,2,U,Query,U|request
voip-ef9aa63b85-20130328_211048,3,S,Request,A|offer
voip-ef9aa63b85-20130328_211048,3,U,Query,U|request
voip-ef9aa63b85-20130328_211048,4,S,Answer,A|reject
voip-ef9aa63b85-20130328_211048,4,U,Query,U|request
voip-ef9aa63b85-20130328_211048,4,U,Query,U|request
voip-ef9aa63b85-20130328_211048,5,S,Request,A|request*
voip-ef9aa63b85-20130328_211048,5,U,Feedback,U|accept
voip-ef9aa63b85-20130328_211048,6,S,Request,A|offer
voip-ef9aa63b85-20130328_211048,6,U,Query,U|request
voip-ef9aa63b85-20130328_211048,6,U,Query,U|request
voip-ef9aa63b85-20130328_211048,7,S,A,A|assert
voip-ef9aa63b85-20130328_211048,7,S,A,A|assert
voip-ef9aa63b85-20130328_211048,7,U,Query,U|request
voip-ef9aa63b85-20130328_211048,8,S,A,A|assert
voip-ef9aa63b85-20130328_211048,8,S,A,A|assert
voip-ef9aa63b85-20130328_211048,8,U,Query,U|request
voip-ef9aa63b85-20130328_211048,9,S,A,A|assert
voip-ef9aa63b85-20130328_211048,9,S,A,A|assert
voip-ef9aa63b85-20130328_211048,9,U,Bye,U|bye*
voip-ef9aa63b85-20130329_131415,0,S,Request,A|offer
voip-ef9aa63b85-20130329_131415,0,U,Query,U|request
voip-ef9aa63b85-20130329_131415,0,U,Query,U|request
voip-ef9aa63b85-20130329_131415,1,S,Answer,A|reject
voip-ef9aa63b85-20130329_131415,1,U,Query,U|request
voip-ef9aa63b85-20130329_131415,1,U,Query,U|request
voip-ef9aa63b85-20130329_131415,2,S,A,A|assert
voip-ef9aa63b85-20130329_131415,2,S,A,A|assert
voip-ef9aa63b85-20130329_131415,2,S,A,A|assert
voip-ef9aa63b85-20130329_131415,2,U,Query,U|request
voip-ef9aa63b85-20130329_131415,3,S,A,A|assert
voip-ef9aa63b85-20130329_131415,3,S,A,A|assert
voip-ef9aa63b85-20130329_131415,4,S,A,A|assert
voip-ef9aa63b85-20130329_131415,4,S,A,A|assert
voip-ef9aa63b85-20130329_131415,4,S,A,A|assert
voip-ef9aa63b85-20130329_131415,4,U,Query,U|request
voip-ef9aa63b85-20130329_131415,5,S,A,A|assert
voip-ef9aa63b85-20130329_131415,5,S,A,A|assert
voip-ef9aa63b85-20130329_131415,5,U,Feedback,U|be contented
voip-ef9aa63b85-20130329_131415,6,S,A,A|assert
voip-ef9aa63b85-20130329_131415,6,S,A,A|assert
voip-ef9aa63b85-20130329_131415,6,S,A,A|assert
voip-ef9aa63b85-20130329_131415,6,U,Bye,U|bye*
voip-22a181cad5-20130326_023529,0,S,Request,A|offer
voip-22a181cad5-20130326_023529,0,U,Query,U|request
voip-22a181cad5-20130326_023529,1,S,Request,A|request*
voip-22a181cad5-20130326_023529,1,U,Feedback,U|accept
voip-22a181cad5-20130326_023529,2,S,Request,A|request*
voip-22a181cad5-20130326_023529,2,U,Feedback,U|accept
voip-22a181cad5-20130326_023529,3,S,Request,A|offer
voip-22a181cad5-20130326_023529,4,S,Request,A|offer
voip-22a181cad5-20130326_023529,4,U,Query,U|request
voip-22a181cad5-20130326_023529,5,S,A,A|assert
voip-22a181cad5-20130326_023529,5,S,A,A|assert
voip-22a181cad5-20130326_023529,5,S,A,A|assert
voip-22a181cad5-20130326_023529,5,U,Query,U|request
voip-22a181cad5-20130326_023529,6,S,A,A|assert
voip-22a181cad5-20130326_023529,6,S,A,A|assert
voip-22a181cad5-20130326_023529,6,U,Bye,U|bye*
voip-22a181cad5-20130326_022324,0,S,Request,A|offer
voip-22a181cad5-20130326_022324,0,U,Query,U|request
voip-22a181cad5-20130326_022324,0,U,Query,U|request
voip-22a181cad5-20130326_022324,1,S,Request,A|offer
voip-22a181cad5-20130326_022324,1,U,Query,U|request
voip-22a181cad5-20130326_022324,2,S,A,A|assert
voip-22a181cad5-20130326_022324,2,S,A,A|assert
voip-22a181cad5-20130326_022324,2,S,A,A|assert
voip-22a181cad5-20130326_022324,2,S,A,A|assert
voip-22a181cad5-20130326_022324,2,U,Query,U|request
voip-22a181cad5-20130326_022324,3,S,A,A|assert
voip-22a181cad5-20130326_022324,3,S,A,A|assert
voip-22a181cad5-20130326_022324,3,S,A,A|assert
voip-22a181cad5-20130326_022324,3,S,A,A|assert
voip-22a181cad5-20130326_022324,3,U,Query,U|request
voip-22a181cad5-20130326_022324,4,S,A,A|assert
voip-22a181cad5-20130326_022324,4,S,A,A|assert
voip-22a181cad5-20130326_022324,4,U,Query,U|request
voip-22a181cad5-20130326_022324,5,S,A,A|assert
voip-22a181cad5-20130326_022324,5,S,A,A|assert
voip-22a181cad5-20130326_022324,5,U,Query,U|request
voip-22a181cad5-20130326_022324,6,S,Answer,A|reject
voip-22a181cad5-20130326_022324,7,S,Answer,A|reject
voip-22a181cad5-20130326_022324,7,U,Query,U|request
voip-22a181cad5-20130326_022324,8,S,A,A|assert
voip-22a181cad5-20130326_022324,8,S,A,A|assert
voip-22a181cad5-20130326_022324,8,U,Bye,U|bye*
voip-3cf7bd870d-20130327_184430,0,S,Request,A|offer
voip-3cf7bd870d-20130327_184430,0,U,Query,U|request
voip-3cf7bd870d-20130327_184430,1,S,Answer,A|reject
voip-3cf7bd870d-20130327_184430,1,U,Query,U|request
voip-3cf7bd870d-20130327_184430,1,U,Query,U|request
voip-3cf7bd870d-20130327_184430,2,S,A,A|assert
voip-3cf7bd870d-20130327_184430,2,S,A,A|assert
voip-3cf7bd870d-20130327_184430,3,S,Request,A|offer
voip-3cf7bd870d-20130327_184430,3,U,Feedback,U|accept
voip-3cf7bd870d-20130327_184430,4,S,A,A|assert
voip-3cf7bd870d-20130327_184430,4,S,A,A|assert
voip-3cf7bd870d-20130327_184430,4,U,Query,U|request
voip-3cf7bd870d-20130327_184430,5,S,A,A|assert
voip-3cf7bd870d-20130327_184430,5,S,A,A|assert
voip-3cf7bd870d-20130327_184430,5,U,Query,U|request
voip-3cf7bd870d-20130327_184430,6,S,A,A|assert
voip-3cf7bd870d-20130327_184430,6,S,A,A|assert
voip-3cf7bd870d-20130327_184430,6,S,A,A|assert
voip-3cf7bd870d-20130327_184430,6,U,Query,U|request
voip-3cf7bd870d-20130327_184430,7,S,A,A|assert
voip-3cf7bd870d-20130327_184430,7,S,A,A|assert
voip-3cf7bd870d-20130327_184430,7,U,Query,U|request
voip-3cf7bd870d-20130327_184430,8,S,A,A|assert
voip-3cf7bd870d-20130327_184430,8,S,A,A|assert
voip-3cf7bd870d-20130327_184430,8,U,Bye,U|bye*
voip-3cf7bd870d-20130327_180414,0,S,Request,A|offer
voip-3cf7bd870d-20130327_180414,0,U,Query,U|request
voip-3cf7bd870d-20130327_180414,0,U,Query,U|request
voip-3cf7bd870d-20130327_180414,1,S,Request,A|request*
voip-3cf7bd870d-20130327_180414,1,U,Feedback,U|accept
voip-3cf7bd870d-20130327_180414,2,S,Answer,A|reject
voip-3cf7bd870d-20130327_180414,2,U,Query,U|request
voip-3cf7bd870d-20130327_180414,2,U,Query,U|request
voip-3cf7bd870d-20130327_180414,3,S,Answer,A|reject
voip-3cf7bd870d-20130327_180414,3,U,Query,U|request
voip-3cf7bd870d-20130327_180414,3,U,Query,U|request
voip-3cf7bd870d-20130327_180414,4,S,A,A|assert
voip-3cf7bd870d-20130327_180414,4,S,A,A|assert
voip-3cf7bd870d-20130327_180414,4,S,A,A|assert
voip-3cf7bd870d-20130327_180414,4,U,Query,U|request
voip-3cf7bd870d-20130327_180414,5,S,A,A|assert
voip-3cf7bd870d-20130327_180414,5,S,A,A|assert
voip-3cf7bd870d-20130327_180414,5,U,Bye,U|bye*
voip-3cf7bd870d-20130328_212502,0,S,Request,A|offer
voip-3cf7bd870d-20130328_212502,0,U,Query,U|request
voip-3cf7bd870d-20130328_212502,1,S,Request,A|request*
voip-3cf7bd870d-20130328_212502,1,U,Feedback,U|accept
voip-3cf7bd870d-20130328_212502,2,S,Request,A|offer
voip-3cf7bd870d-20130328_212502,3,S,Request,A|offer
voip-3cf7bd870d-20130328_212502,3,U,Query,U|request
voip-3cf7bd870d-20130328_212502,4,S,Answer,A|reject
voip-3cf7bd870d-20130328_212502,4,U,Query,U|request
voip-3cf7bd870d-20130328_212502,5,S,Answer,A|reject
voip-3cf7bd870d-20130328_212502,5,U,Query,U|request
voip-3cf7bd870d-20130328_212502,5,U,Query,U|request
voip-3cf7bd870d-20130328_212502,6,S,Answer,A|reject
voip-3cf7bd870d-20130328_212502,6,U,Query,U|request
voip-3cf7bd870d-20130328_212502,7,S,Request,A|request*
voip-3cf7bd870d-20130328_212502,7,U,Feedback,U|accept
voip-3cf7bd870d-20130328_212502,8,S,Request,A|offer
voip-3cf7bd870d-20130328_212502,8,U,Query,U|request
voip-3cf7bd870d-20130328_212502,9,S,Request,A|request*
voip-3cf7bd870d-20130328_212502,9,U,Feedback,U|accept
